ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),°­¼ö °è¼Ó½Ã°£(hr),1½Ã°£ ÃÖ´Ù°­¼ö·®(mm),ÀÏ°­¼ö·®(mm),ÃÖ´ë Ç³¼Ó(m/s),ÃÖ´ë Ç³¼Ó ½Ã°¢(hhmi),Æò±Õ »ó´ë½Àµµ(%),1½Ã°£ ÃÖ´ÙÀÏ»ç·®(MJ/m2),ÇÕ°è ÀÏ»ç·®(MJ/m2),ÀÏ ÃÖ½É½ÅÀû¼³(cm),ÀÏ ÃÖ½ÉÀû¼³(cm),¾È°³ °è¼Ó½Ã°£(hr)
102,¹é·Éµµ,2019-04-06,7.2,5.4,9.7,.5,0,0,4.8,1142,60.3,.3,2.22,,,
102,¹é·Éµµ,2019-04-07,8.5,5,13.8,,,,6.1,1742,43.5,3.06,24.3,,,
102,¹é·Éµµ,2019-04-08,7.3,5.4,10.7,,,,7.5,1422,55.3,3.26,23.54,,,
102,¹é·Éµµ,2019-04-09,7.1,5.4,9.7,12.42,3.1,14.7,6.3,1253,70.1,.44,3.04,,,
102,¹é·Éµµ,2019-04-10,7,4.7,10.4,2.58,.1,.1,7,115,79.1,3.36,22.45,,,
102,¹é·Éµµ,2019-04-11,8.5,3.9,14.2,,,,4.2,2012,68,3.44,22.79,,,
102,¹é·Éµµ,2019-04-12,9.7,6.4,13.5,,,,5.8,1303,61.3,3.38,24.75,,,
102,¹é·Éµµ,2019-04-13,8.8,6.4,11.5,,,,6.1,1333,76.4,3.07,18.71,,,
102,¹é·Éµµ,2019-04-14,8,6.1,10.4,5.17,3.1,6.2,9.2,1527,82.1,3,19.68,,,
102,¹é·Éµµ,2019-04-15,11,5.9,16.6,,,,8.8,1836,60.1,3.34,25.78,,,
102,¹é·Éµµ,2019-04-16,9.8,7.3,11.8,,,,7.1,1040,65.3,2.64,19.49,,,
102,¹é·Éµµ,2019-04-17,11.5,7.1,15.9,,,,7.7,1033,68.6,3.4,26.73,,,
102,¹é·Éµµ,2019-04-18,10.2,7.6,13.4,,,,8.2,1624,76.5,2.77,16.12,,,
102,¹é·Éµµ,2019-04-19,9.9,6.8,14.2,,,,5,1548,60,3.4,22.29,,,
102,¹é·Éµµ,2019-04-20,8.5,5.6,9.6,1.42,,0,4.3,1724,92.5,1.06,6.08,,,6.08
102,¹é·Éµµ,2019-04-21,9.4,7.1,13.5,2.5,,0,6.4,1551,89.9,3.16,18.93,,,5.5
102,¹é·Éµµ,2019-04-22,11.4,6.4,17.9,,,,4.9,1507,76.6,3.23,24.22,,,
102,¹é·Éµµ,2019-04-23,12.9,8,17.5,6.5,0,0,6.4,939,80.5,1.2,8.78,,,
102,¹é·Éµµ,2019-04-24,11.3,9.6,17,1.58,0,0,8.4,1550,86.6,3.07,24.12,,,
102,¹é·Éµµ,2019-04-25,8.1,6,15.4,5.17,1.2,2.7,9.8,1110,91.9,1.2,4.92,,,1.25
102,¹é·Éµµ,2019-04-26,7.5,5.3,10.1,,,,8.3,1607,87.3,2.72,18.53,,,
102,¹é·Éµµ,2019-04-27,10,5.3,13.5,1.08,0,0,6.5,2400,66.9,3.06,20.19,,,
102,¹é·Éµµ,2019-04-28,10.3,7.3,13.9,4.33,0,0,6.4,2,70.3,3.49,23.92,,,
102,¹é·Éµµ,2019-04-29,10,7,16,,,,5.3,1754,72.3,2.93,18.23,,,
102,¹é·Éµµ,2019-04-30,12.2,7.6,17.2,,,,4.3,1502,62.5,2.79,17.76,,,
102,¹é·Éµµ,2019-05-01,11.5,8.2,15.2,,,,9.6,2246,76.3,3.44,27.14,,,2.5
102,¹é·Éµµ,2019-05-02,14.8,9.3,20.9,,,,6.3,1351,48.5,3.57,28.62,,,
102,¹é·Éµµ,2019-05-03,13.9,8,19.9,,,,5.2,1532,67.5,3.49,27.33,,,
102,¹é·Éµµ,2019-05-04,15.4,10.1,22.2,,,,3.8,906,62.3,3.03,22.09,,,
102,¹é·Éµµ,2019-05-05,13.5,10.1,22.7,.25,0,0,12.2,2132,58.6,3.52,26.83,,,
102,¹é·Éµµ,2019-05-06,10.8,8.3,13.9,,,,10.4,2,55.4,3.66,29.96,,,
102,¹é·Éµµ,2019-05-07,14.4,8.6,19.2,,,,9.5,1139,47.8,3.57,28.94,,,
102,¹é·Éµµ,2019-05-08,15.4,10.2,19.3,,,,9,2337,52.4,3.15,22.33,,,
102,¹é·Éµµ,2019-05-09,14.3,10.7,19.4,,,,9.5,24,61.6,3.46,27.31,,,
102,¹é·Éµµ,2019-05-10,11.7,9,16.5,,,,4.8,1105,91.5,3.17,20.77,,,7.5
102,¹é·Éµµ,2019-05-11,13.6,8.8,19.2,,,,5,1155,68.3,3.65,29.69,,,
102,¹é·Éµµ,2019-05-12,14.8,9.6,21.2,,,,4.9,1921,51.5,3.51,27.64,,,
102,¹é·Éµµ,2019-05-13,12.2,10,14.1,5.58,2,3.9,6.3,932,92.8,.48,3.35,,,1.33
102,¹é·Éµµ,2019-05-14,13.2,7.2,18,,,,5,1335,87.3,3.63,26.99,,,9.33
102,¹é·Éµµ,2019-05-15,13.6,10.6,17.6,,,,4.8,925,94.1,3.12,21.46,,,.83
102,¹é·Éµµ,2019-05-16,16.7,11.1,21.9,,,,5.5,1257,76.3,3.61,29.02,,,
102,¹é·Éµµ,2019-05-17,17.4,13.2,21.1,,,,5.2,1058,79,1.84,15.14,,,
102,¹é·Éµµ,2019-05-18,18.3,14.4,24.1,2.33,.6,.6,8.4,1448,77.3,3.57,28.98,,,
102,¹é·Éµµ,2019-05-19,15.6,14.1,16.4,23.3,2.3,13.1,7.6,2318,99.9,.65,3.91,,,4.33
102,¹é·Éµµ,2019-05-20,14.4,12.2,16.9,,,,9.4,920,63.4,3.74,30.67,,,
102,¹é·Éµµ,2019-05-21,17.4,13,22.2,,,,10.1,1208,49.1,3.69,31.27,,,
102,¹é·Éµµ,2019-05-22,18.1,11.2,24.9,,,,9.7,914,52.8,3.5,28.33,,,
102,¹é·Éµµ,2019-05-23,15.3,10.8,20.7,,,,5.9,1448,87.5,3.64,29.67,,,.75
102,¹é·Éµµ,2019-05-24,17.2,14.2,22.4,,,,7.8,1045,82.1,3.55,28.67,,,
102,¹é·Éµµ,2019-05-25,15.3,12.8,19.4,,,,8.5,1042,93.8,3.24,22.79,,,4.17
102,¹é·Éµµ,2019-05-26,17.4,14.9,20.2,4.5,.8,.8,11.3,2238,87,3.11,24.61,,,
102,¹é·Éµµ,2019-05-27,14.2,12.1,17,12.5,3,10.5,10.7,2042,90.4,2.18,11.23,,,2.33
102,¹é·Éµµ,2019-05-28,17.5,11.4,23.8,,,,9.9,1526,58.3,3.73,31.72,,,
102,¹é·Éµµ,2019-05-29,17.6,13.6,22.6,,,,6.9,1511,64.4,3.74,31.53,,,
102,¹é·Éµµ,2019-05-30,18.1,13.5,22,.75,0,0,10.6,1741,65.5,2.35,16.29,,,
102,¹é·Éµµ,2019-05-31,16.1,12.4,19.8,,,,6.7,1445,75.8,3.66,30.84,,,
102,¹é·Éµµ,2019-06-01,14.9,12.9,17.2,,,,5.9,1034,96.3,2.71,16.94,,,.75
102,¹é·Éµµ,2019-06-02,15.6,13.4,19.2,,,,7.2,1254,93.5,3.28,25.33,,,2.67
102,¹é·Éµµ,2019-06-03,16.3,14.1,19.3,1.75,1.3,1.3,11,1524,91.9,2.74,15.81,,,
102,¹é·Éµµ,2019-06-04,16,14.6,18.1,2.58,1.3,1.4,7,142,99,1.42,9.21,,,1.5
102,¹é·Éµµ,2019-06-05,15.7,14.3,17.1,7.75,0,0,7.1,1658,99.9,1.09,8.17,,,9.03
102,¹é·Éµµ,2019-06-06,15.7,14.3,17.8,16.17,3.9,9.2,6.7,1839,97.5,.49,3.69,,,10.58
102,¹é·Éµµ,2019-06-07,17.5,14.7,21.4,8.92,2.7,3.9,7.2,715,87.9,3.6,27.33,,,
102,¹é·Éµµ,2019-06-08,17.2,14.5,21.3,.5,0,0,6.3,953,87.1,3.26,21.34,,,
102,¹é·Éµµ,2019-06-09,15.9,14.9,16.8,7.33,3.4,6.7,6.3,944,99,.71,6.21,,,.92
102,¹é·Éµµ,2019-06-10,15.7,13.9,18.5,8.5,5.7,12.6,6.2,1025,94.5,1.56,8.83,,,.83
102,¹é·Éµµ,2019-06-11,16.7,13.8,21,,,,5.9,1529,83.6,3.59,30.81,,,
102,¹é·Éµµ,2019-06-12,18.4,14.1,23.1,,,,4.1,1245,77.8,3.58,30.62,,,
102,¹é·Éµµ,2019-06-13,17.6,14.4,20.3,,,,6,1051,94.8,3.55,25.71,,,5.43
102,¹é·Éµµ,2019-06-14,17.1,14.6,22,3.33,.8,.8,3.9,148,94.9,2.61,12.53,,,5.02
102,¹é·Éµµ,2019-06-15,15.8,13.2,19,,,,8.6,2323,90.3,3.59,23.59,,,8.3
102,¹é·Éµµ,2019-06-16,16.3,14.2,19.8,.33,0,0,7,1641,86.9,3.63,30.43,,,
102,¹é·Éµµ,2019-06-17,18.6,15.1,22.1,,,,5.6,2141,86.1,3.19,26.26,,,
102,¹é·Éµµ,2019-06-18,17.9,15.2,20.8,7,4,8,8.8,948,95.4,1.87,10.98,,,
102,¹é·Éµµ,2019-06-19,19,17.1,20.8,4.83,2,3.8,7.9,204,96.6,1.71,9.82,,,.75
102,¹é·Éµµ,2019-06-20,18.8,17.2,21,2.25,0,0,3.8,1251,97.6,1.39,10.31,,,3.08
102,¹é·Éµµ,2019-06-21,18.3,15,22,,,,4.8,2318,97.6,1.85,12.32,,,4.67
102,¹é·Éµµ,2019-06-22,18.4,14.9,23.2,,,,5.2,1632,83,3.57,30.74,,,1.92
102,¹é·Éµµ,2019-06-23,21.3,16.9,26.2,,,,6.1,153,64.3,3.61,30.97,,,
102,¹é·Éµµ,2019-06-24,21.4,16.8,27.1,,,,4.4,1807,77.3,3.59,30.84,,,2
102,¹é·Éµµ,2019-06-25,19,15.4,23,,,,5.2,1357,93.3,3.61,27.77,,,5.42
102,¹é·Éµµ,2019-06-26,20.5,15.7,27.1,,,,3.9,1923,74.9,3.46,23.73,,,
102,¹é·Éµµ,2019-06-27,20.2,16.9,23.3,,,,6.5,1620,71.9,3.27,24.75,,,
102,¹é·Éµµ,2019-06-28,21.5,19,25.7,4.75,.5,.5,4.1,1438,77.4,3.49,17.89,,,
102,¹é·Éµµ,2019-06-29,20.6,18.2,23.3,2.05,.3,.3,6.5,1029,87.4,3.46,27.88,,,1
102,¹é·Éµµ,2019-06-30,21.1,18,24.9,,,,5.4,1306,90.4,3.43,27.87,,,
102,¹é·Éµµ,2019-07-01,21.9,18.9,26.3,,,,5.3,1716,85.5,3.64,29,,,
102,¹é·Éµµ,2019-07-02,22.6,17.4,27.9,,,,4.5,1726,77.4,3.45,29.48,,,
102,¹é·Éµµ,2019-07-03,20.5,17.3,24.8,.67,,0,3.7,1309,93.3,2.06,11.28,,,.37
102,¹é·Éµµ,2019-07-04,20.4,16.2,25.5,,,,5.4,1505,93.1,3.58,26.63,,,8.57
102,¹é·Éµµ,2019-07-05,19.6,16.4,24.8,,,,5.5,1211,94.8,3.55,24.35,,,13.33
102,¹é·Éµµ,2019-07-06,22.7,15.6,28.4,,,,5.9,1348,64,3.5,29.76,,,3.25
102,¹é·Éµµ,2019-07-07,22.6,19.3,26.3,.75,.3,.3,6.9,1020,72.4,2.55,16.58,,,
102,¹é·Éµµ,2019-07-08,21.2,18.2,26.7,,,,5.7,1046,66.9,3.54,30.3,,,
102,¹é·Éµµ,2019-07-09,21.5,18,25.4,,,,5.3,1405,66,3.43,28.41,,,
102,¹é·Éµµ,2019-07-10,20.1,17.1,22.7,9.45,7.8,15.4,4.4,325,78.6,.94,7.27,,,
102,¹é·Éµµ,2019-07-11,18.4,16.4,21.4,8.83,5.2,18.5,6.1,1557,95.1,3.55,24.46,,,
102,¹é·Éµµ,2019-07-12,20.3,17.7,23.2,2.28,1.6,2.2,4.9,1517,96.8,2.64,16.41,,,3.08
102,¹é·Éµµ,2019-07-13,21.2,18.6,24.5,,,,4.8,1400,96.1,3.13,21.48,,,11.42
102,¹é·Éµµ,2019-07-14,20.2,17.7,23.6,,,,4.1,1417,97.6,2.65,16.65,,,14.08
102,¹é·Éµµ,2019-07-15,20.4,17.6,23.3,,,,5.7,1313,95.8,2.49,15.75,,,9.92
102,¹é·Éµµ,2019-07-16,21.4,19.1,25.1,,,,5.2,1343,94.3,3.19,21.83,,,3.75
102,¹é·Éµµ,2019-07-17,20.2,18.5,24,,,,4.5,839,99.3,2.01,9.63,,,12.58
102,¹é·Éµµ,2019-07-18,23,18.5,27.3,,,,4,1637,80.6,3.39,27.91,,,.63
102,¹é·Éµµ,2019-07-19,24.4,20.1,28.9,,,,3.5,1457,77.9,3.37,28.19,,,
102,¹é·Éµµ,2019-07-20,25.8,22.6,28.3,1.42,0,0,5.9,1213,78.8,2.48,13.74,,,
102,¹é·Éµµ,2019-07-21,24.7,21.6,28.5,1.58,0,0,7.3,1618,91.1,3.41,21.74,,,
102,¹é·Éµµ,2019-07-22,23.4,20.2,28,.75,0,0,4.4,1354,96.4,3.45,23.76,,,9.83
102,¹é·Éµµ,2019-07-23,21.6,20.1,22.5,10.08,0,0,6.9,1344,100,.88,5.31,,,19.5
102,¹é·Éµµ,2019-07-24,22.1,20.3,23.6,9.5,22,34.2,6.6,1159,100,1.12,5.24,,,16.2
102,¹é·Éµµ,2019-07-25,22.9,20.5,25.7,5.25,0,0,5.3,2023,99.3,1.94,11.5,,,14.17
102,¹é·Éµµ,2019-07-26,22.3,19.8,26.1,6.5,33,43,7,146,96.1,3.32,22.03,,,5.65
102,¹é·Éµµ,2019-07-27,23.5,20.3,27.5,,,,5.8,1443,97.1,3.48,24.12,,,5.7
102,¹é·Éµµ,2019-07-28,24.2,21.9,26.1,10.33,5.9,8.1,7.2,1010,98.9,1.52,6.87,,,6.83
102,¹é·Éµµ,2019-07-29,24.9,23,26.5,8.5,4.4,5.2,7.4,538,99.5,1.12,4.98,,,.42
102,¹é·Éµµ,2019-07-30,25.2,22.9,26.7,,,,7.8,25,98.9,1.23,7.1,,,1.67
102,¹é·Éµµ,2019-07-31,24.2,22.5,25.6,14.17,1.8,1.8,6.8,905,98.6,1.13,7.1,,,8.83
102,¹é·Éµµ,2019-08-01,24.1,21.7,27.4,1.33,.3,.3,5.5,226,98.9,2.36,14.3,,,
102,¹é·Éµµ,2019-08-02,24,21.5,27.3,2.83,0,0,5.7,953,97.9,2.76,22.44,,,11.5
102,¹é·Éµµ,2019-08-03,24.1,22.1,27.9,,,,4.6,1050,94.4,3.41,26.38,,,8.83
102,¹é·Éµµ,2019-08-04,25.9,21.6,29.9,,,,2.2,1233,78.3,3.28,24.76,,,
102,¹é·Éµµ,2019-08-05,25.4,21.7,29.1,,,,4.4,1820,80.1,3.32,27.16,,,
102,¹é·Éµµ,2019-08-06,27,23.4,30.9,,,,3.4,1323,76.3,3.2,25.47,,,
102,¹é·Éµµ,2019-08-07,26.4,23.1,29.6,,,,3.9,1247,82.8,3.4,25.36,,,.5
102,¹é·Éµµ,2019-08-08,23.7,22,26.5,1.67,4.1,4.6,6.1,1149,97.6,1.15,7.66,,,10.25
102,¹é·Éµµ,2019-08-09,25.5,22.9,28.7,.58,.2,.2,4,1421,94.1,3.29,25.53,,,9.67
102,¹é·Éµµ,2019-08-10,26.6,22.6,31.2,,,,4.7,851,88.1,3.17,21.73,,,6.42
102,¹é·Éµµ,2019-08-11,25,22.7,28.6,8.33,12.8,31.1,10.6,2312,86.3,3.28,15.23,,,
102,¹é·Éµµ,2019-08-12,24.5,22.6,26.7,5,11.1,11.4,12.3,32,98.3,2.75,16.61,,,
102,¹é·Éµµ,2019-08-13,24.1,23,25.1,3.7,.5,.5,7.8,601,98.4,.86,5.61,,,.42
102,¹é·Éµµ,2019-08-14,24.8,22.7,28.5,,,,4.7,2158,93,3.33,23.95,,,6.67
102,¹é·Éµµ,2019-08-15,23.2,21.7,25.5,9,2.9,3.3,4.3,932,98,1.08,8.28,,,
102,¹é·Éµµ,2019-08-16,24.4,22.1,27.5,.92,.2,.2,7.1,1141,90.1,3.37,25.7,,,
102,¹é·Éµµ,2019-08-17,23.8,21.6,26.4,,,,7,1639,77.3,3.21,26.43,,,
102,¹é·Éµµ,2019-08-18,22.9,20.2,26.5,,,,4.4,1328,81.9,3.37,26.72,,,
102,¹é·Éµµ,2019-08-19,22.9,19.9,26.8,,,,4.4,1657,80.9,3.39,26.54,,,
102,¹é·Éµµ,2019-08-20,23.6,19.8,28,,,,3.7,1548,81.6,3.3,25.34,,,
102,¹é·Éµµ,2019-08-21,23.1,20.8,25.4,1.75,0,0,2.9,1341,94,.89,6.87,,,
102,¹é·Éµµ,2019-08-22,23,19.8,27,,,,5.3,1554,89.6,3.21,23.78,,,
102,¹é·Éµµ,2019-08-23,23.3,20.3,27,,,,4.5,1417,81.9,3.37,25.59,,,
102,¹é·Éµµ,2019-08-24,22.2,19.5,24.8,,,,5.7,1102,82.6,3.02,18.29,,,
102,¹é·Éµµ,2019-08-25,23.2,19.9,27.4,,,,4.2,1414,84.8,3.36,23.46,,,
102,¹é·Éµµ,2019-08-26,22.8,20,26.3,.33,0,0,3.9,1343,89.6,3.21,22.16,,,
102,¹é·Éµµ,2019-08-27,22.3,20,25.3,4.5,.5,.8,3.9,1234,81.1,2.76,18.07,,,
102,¹é·Éµµ,2019-08-28,23.9,19.5,27.4,,,,5,1507,83.5,3.34,23.85,,,
102,¹é·Éµµ,2019-08-29,23.5,21,27,,,,7.5,1113,71.5,3.23,24.82,,,
102,¹é·Éµµ,2019-08-30,21.1,18.5,24.7,,,,6.5,1241,80.8,3.3,22.52,,,
102,¹é·Éµµ,2019-08-31,22.3,19.7,25.5,,,,5.9,1040,75.9,3.36,25.79,,,
102,¹é·Éµµ,2019-09-01,22,18.3,26.8,,,,3.4,1202,77.3,3.09,23.75,,,
102,¹é·Éµµ,2019-09-02,21.9,18,25.4,,,,6.1,1553,81.4,2.42,17.7,,,
102,¹é·Éµµ,2019-09-03,22.1,19.2,28.1,,,,3.2,1558,79.1,3.09,21.48,,,
102,¹é·Éµµ,2019-09-04,21.7,20.1,23.4,6.08,4.7,13.3,7.2,1526,96.1,1.34,7.01,,,
102,¹é·Éµµ,2019-09-05,22.7,21.7,24.4,,,,6,1932,93.4,1.42,9.28,,,
102,¹é·Éµµ,2019-09-06,21.1,20.1,22.4,21.67,9,40,5,305,99.9,.51,3.01,,,1.08
102,¹é·Éµµ,2019-09-07,21.7,20,22.6,20.25,13.1,81.8,18.4,1440,98.4,.38,1.61,,,
102,¹é·Éµµ,2019-09-08,22.7,20.5,25.7,,,,7.5,4,92.3,2.82,20.86,,,
102,¹é·Éµµ,2019-09-09,22.5,19.1,26.2,,,,4.6,2306,90.1,2.87,17.94,,,
102,¹é·Éµµ,2019-09-10,21.9,20.3,23,4.25,1.8,1.8,8.2,1213,92.9,1.14,7.55,,,
102,¹é·Éµµ,2019-09-11,21.9,20.3,25.5,,,,5.4,201,91.4,3.07,17.62,,,
102,¹é·Éµµ,2019-09-12,20.3,18.7,21.9,7.42,.1,.1,7.1,2325,90.4,.49,2.96,,,
102,¹é·Éµµ,2019-09-13,20.8,18.7,23.3,2.18,.5,.5,7.4,1050,92.1,3,13.08,,,
102,¹é·Éµµ,2019-09-14,20.9,20,22.1,6.5,2.5,6.9,8.1,1504,87.8,3.03,18.76,,,
102,¹é·Éµµ,2019-09-15,20.8,19.4,22.9,,,,7,2152,79.5,3.17,22.27,,,
102,¹é·Éµµ,2019-09-16,21.5,19.5,24.8,,,,7.9,1519,81.9,3.07,22.39,,,
102,¹é·Éµµ,2019-09-17,20.3,17.4,22.9,,,,5.6,1813,82,2.68,17,,,
102,¹é·Éµµ,2019-09-18,18.2,17.5,20.2,,,,12.3,1354,54,3.26,23.93,,,
102,¹é·Éµµ,2019-09-19,18,14.8,20.9,,,,11,37,52.4,3.05,20.18,,,
102,¹é·Éµµ,2019-09-20,19,17.3,20.7,,,,6,102,78,1.4,8.93,,,
102,¹é·Éµµ,2019-09-21,19.6,17.2,22.6,,,,4.6,1428,79.3,1.65,10.24,,,
102,¹é·Éµµ,2019-09-22,19.5,16,23.2,,,,7.2,1422,73,1.95,12.4,,,
102,¹é·Éµµ,2019-09-23,18.7,15.6,22.3,,,,4.2,103,65.5,3.02,21.93,,,
102,¹é·Éµµ,2019-09-24,18.9,15,23.6,,,,4.8,1631,72.6,3.07,22.05,,,
102,¹é·Éµµ,2019-09-25,19.2,17,22.1,,,,3,1605,89.5,2.26,15.35,,,
102,¹é·Éµµ,2019-09-26,19.9,16.8,24.4,,,,3.7,1522,82.5,2.88,18.7,,,
102,¹é·Éµµ,2019-09-27,19.9,17.9,23.2,,,,3.3,1245,88.6,2.16,13.96,,,
102,¹é·Éµµ,2019-09-28,19.7,16.7,23.6,,,,4.2,1317,83.4,2.9,20.12,,,
102,¹é·Éµµ,2019-09-29,19.9,17.1,24,,,,2.7,1741,92.5,2.66,17.98,,,8.42
102,¹é·Éµµ,2019-09-30,18.9,16.7,23.3,,,,3.3,412,91.3,2.7,18.27,,,4.25
102,¹é·Éµµ,2019-10-01,18,15.3,22.4,,,,3.9,1305,98.5,2.69,15.61,,,11.73
102,¹é·Éµµ,2019-10-02,20.7,16.6,23.8,.42,0,0,4.8,2133,92.4,1.15,7.72,,,1.08
102,¹é·Éµµ,2019-10-03,20.8,18.7,22.9,,,,7.6,306,86.4,2.79,19.12,,,
102,¹é·Éµµ,2019-10-04,17.8,14.4,20.2,,,,12.1,2229,89.5,2.29,15.35,,,
102,¹é·Éµµ,2019-10-05,15.3,13.4,17,,,,15.3,330,72.6,2.24,14.16,,,
102,¹é·Éµµ,2019-10-06,16,13.4,19.1,,,,5.7,1059,77.8,2.55,16.58,,,
102,¹é·Éµµ,2019-10-07,15.4,14.2,17.4,10.58,.7,2.2,6.2,2354,80,1.47,7.89,,,
102,¹é·Éµµ,2019-10-08,14.7,13.1,17,.42,1.7,1.7,12.5,831,52.5,2.89,20.1,,,
102,¹é·Éµµ,2019-10-09,15.6,12.3,18.2,,,,6.2,26,54.1,2.48,16.79,,,
102,¹é·Éµµ,2019-10-10,16.1,12.8,18.5,4.25,.6,.7,6,1236,86.6,.95,3.87,,,
102,¹é·Éµµ,2019-10-11,17.9,15.7,20.3,,,,7.3,1050,84.8,2.58,17.04,,,
102,¹é·Éµµ,2019-10-12,17.6,15.1,21,,,,5.7,1408,70.6,2.64,16.62,,,
102,¹é·Éµµ,2019-10-13,16.1,13.8,19.1,,,,7.2,2300,71.5,2.56,17.01,,,
102,¹é·Éµµ,2019-10-14,11.8,10.8,15.9,,,,13.7,842,58.6,2.72,18.67,,,
102,¹é·Éµµ,2019-10-15,12.6,9.7,15.7,,,,9.1,23,64.3,2.64,17.54,,,
102,¹é·Éµµ,2019-10-16,13.8,11,16.5,,,,4.9,1610,67.3,2.12,12.43,,,
102,¹é·Éµµ,2019-10-17,15.1,12.8,18.2,,,,4.9,1458,67.9,2.44,15.69,,,
102,¹é·Éµµ,2019-10-18,16,11.9,19.2,,,,5.1,936,72.5,2.05,12.63,,,
102,¹é·Éµµ,2019-10-19,15.9,12.8,18,,,,6.5,1219,81.6,2.42,15.57,,,
102,¹é·Éµµ,2019-10-20,15.2,12.5,18.8,,,,4.3,1327,87.8,2.36,14.94,,,
102,¹é·Éµµ,2019-10-21,16.1,13.5,20.2,,,,4.1,1912,91.9,2.12,13.19,,,2.13
102,¹é·Éµµ,2019-10-22,16.7,13.9,20.7,,,,4,1403,89.9,2.19,12.77,,,.97
102,¹é·Éµµ,2019-10-23,16.5,14.6,18.7,,,,3.2,1043,89.8,.97,6.32,,,
102,¹é·Éµµ,2019-10-24,17.3,14.8,22,,,,4.7,1532,77.8,2.37,15.07,,,
102,¹é·Éµµ,2019-10-25,14,9.5,18.2,.32,0,0,12.2,2206,78.4,1.4,4.48,,,
102,¹é·Éµµ,2019-10-26,10.9,9.3,12.3,,,,12,152,63.3,2.24,13.98,,,
102,¹é·Éµµ,2019-10-27,13.9,11.4,17.1,,,,6,19,54.1,2.46,13.49,,,
102,¹é·Éµµ,2019-10-28,15.3,13.1,18.7,.67,5,5,10,1313,66.1,1.55,9.01,,,
102,¹é·Éµµ,2019-10-29,12.5,10.3,14.4,,,,7.2,1248,56.8,2.43,14.57,,,
102,¹é·Éµµ,2019-10-30,14.8,9.4,17.9,,,,5.7,1347,62.3,2.29,14.73,,,
102,¹é·Éµµ,2019-10-31,17,14.7,20,,,,7,1222,81.5,2.05,12.65,,,
102,¹é·Éµµ,2019-11-01,15.4,13.3,16.9,,,,8.7,1423,46.6,2.47,14.92,,,
102,¹é·Éµµ,2019-11-02,14.6,11.1,17.3,,,,4.7,1614,67.4,1.81,8.88,,,
102,¹é·Éµµ,2019-11-03,16,14.4,18.4,,,,7,507,56.3,2.16,12.53,,,
102,¹é·Éµµ,2019-11-04,13.1,10.1,16.8,,,,3.7,1558,74.9,2.1,10.56,,,
102,¹é·Éµµ,2019-11-05,13.1,9,16.5,,,,7.1,1915,58.4,2.22,12.44,,,
102,¹é·Éµµ,2019-11-06,12.3,9.7,14.2,,,,7.5,2343,56.4,1.85,10.12,,,
102,¹é·Éµµ,2019-11-07,9.7,8.5,13.4,,,,13.4,935,48.3,2.34,13.35,,,
102,¹é·Éµµ,2019-11-08,10.9,7.5,12.9,,,,8.8,43,54.5,2.33,13.97,,,
102,¹é·Éµµ,2019-11-09,12.6,9.8,15.8,,,,4.2,9,70.6,2.17,13.4,,,
102,¹é·Éµµ,2019-11-10,12.5,9.6,15.5,6.92,,37.5,12,1443,82.3,1.14,3.72,,,
102,¹é·Éµµ,2019-11-11,13.2,12.1,14.4,,,,11.3,406,63.8,1.86,10.1,,,
102,¹é·Éµµ,2019-11-12,12.8,10.5,15,,,,5.3,50,56.3,1.44,8.64,,,
102,¹é·Éµµ,2019-11-13,10.2,3.9,15.7,5.5,,9.2,16,1437,71.9,.38,1.7,,,
102,¹é·Éµµ,2019-11-14,5.6,2.3,11.2,.33,,0,14.1,28,52.9,2.21,13.25,,,
102,¹é·Éµµ,2019-11-15,10.5,7.4,14,3.67,,.6,10,111,58.5,1.32,7.16,,,
102,¹é·Éµµ,2019-11-16,9.5,6.5,12.5,,,,5,1037,43.4,2.11,12.71,,,
102,¹é·Éµµ,2019-11-17,10.2,8.5,11.3,13.75,,32.1,9.9,1520,82.4,.15,.81,,,
102,¹é·Éµµ,2019-11-18,4.3,2.2,11.1,10,,1.5,17.1,320,64.8,1.38,6.85,,,
102,¹é·Éµµ,2019-11-19,4.2,1.6,5.5,4.5,,0,12,131,45.3,1.54,9.18,,,
102,¹é·Éµµ,2019-11-20,4.2,1.4,6.5,,,,7.3,226,55.8,2.15,12.8,,,
102,¹é·Éµµ,2019-11-21,7.3,4.5,8.7,,,,7.3,2005,64.3,.85,4.94,,,
102,¹é·Éµµ,2019-11-22,10.7,7.7,13.7,,,,6.8,1147,65.3,2,11.66,,,
102,¹é·Éµµ,2019-11-23,12.1,9.9,13.6,2.38,,0,6.9,1351,82.5,.54,2.58,,,
102,¹é·Éµµ,2019-11-24,8.8,2.3,14,7.48,,1.8,19.7,2202,82.9,.21,.94,,,
102,¹é·Éµµ,2019-11-25,2.1,.6,3.2,,,,16.1,3,66.6,2.22,13.14,,,
102,¹é·Éµµ,2019-11-26,5.4,1.8,7.8,,,,6.5,1550,67.1,2.06,12.22,,,
102,¹é·Éµµ,2019-11-27,4,2.2,6.6,,,,12.1,1147,58.5,1.58,9.1,,,
